64; Fornec64; 450; 23214; 1;02/03/2023; 24/02/2023; 31/12/2023; 1121,18; 1121,18; 20/03/2023
65; Fornec65; 450; 23216; 1;02/03/2023; 24/02/2023; 31/12/2023; 1034,79; 1034,79; 20/03/2023
66; Fornec66; 450; 23217; 1;02/03/2023; 24/02/2023; 31/12/2023; 978,94; 978,94; 20/03/2023
67; Fornec67; 450; 23325; 1;02/03/2023; 27/02/2023; 31/12/2023; 959,85; 959,85; 20/03/2023
68; Fornec68; 450; 23326; 1;02/03/2023; 27/02/2023; 31/12/2023; 759,38; 759,38; 20/03/2023
69; Fornec69; 450; 23330; 1;02/03/2023; 27/02/2023; 31/12/2023; 663,92; 663,92; 20/03/2023
70; Fornec70; 450; 23332; 1;02/03/2023; 27/02/2023; 31/12/2023; 665,36; 665,36; 20/03/2023
71; Fornec71; 450; 23355; 1;02/03/2023; 27/02/2023; 31/12/2023; 1251; 1251; 20/03/2023
72; Fornec72; 450; 23357; 1;02/03/2023; 27/02/2023; 31/12/2023; 746,97; 746,97; 20/03/2023
73; Fornec73; 450; 23358; 1;02/03/2023; 27/02/2023; 31/12/2023; 1059,61; 1059,61; 20/03/2023
74; Fornec74; 450; 23375; 1;02/03/2023; 28/02/2023; 31/12/2023; 1268,75; 1268,75; 20/03/2023
75; Fornec75; 450; 23374; 1;02/03/2023; 28/02/2023; 31/12/2023; 1258,13; 1258,13; 20/03/2023
76; Fornec76; 450; 23373; 1;02/03/2023; 28/02/2023; 31/12/2023; 653,75; 653,75; 20/03/2023
77; Fornec77; 450; 23386; 1;02/03/2023; 28/02/2023; 31/12/2023; 1128,75; 1128,75; 20/03/2023
78; Fornec78; 450; 23390; 1;02/03/2023; 28/02/2023; 31/12/2023; 989,38; 989,38; 20/03/2023
79; Fornec79; 450; 23405; 1;02/03/2023; 28/02/2023; 31/12/2023; 928,13; 928,13; 20/03/2023
80; Fornec80; 450; 23414; 1;02/03/2023; 28/02/2023; 31/12/2023; 1131,2; 1131,2; 20/03/2023
81; Fornec81; 450; 23417; 1;02/03/2023; 28/02/2023; 31/12/2023; 744,11; 744,11; 20/03/2023
177; Fornec177; 450; 23430; 1;05/03/2023; 01/03/2023; 31/12/2023; 1250; 1250; 20/03/2023
178; Fornec178; 450; 23428; 1;05/03/2023; 01/03/2023; 31/12/2023; 1193,25; 1193,25; 20/03/2023
179; Fornec179; 450; 23470; 1;05/03/2023; 01/03/2023; 31/12/2023; 1193,25; 1193,25; 20/03/2023
180; Fornec180; 450; 23602; 1;09/03/2023; 05/03/2023; 31/12/2023; 1193,25; 1193,25; 20/03/2023
181; Fornec181; 450; 23525; 1;05/03/2023; 03/03/2023; 31/12/2023; 1236,25; 1236,25; 20/03/2023
182; Fornec182; 450; 23488; 1;05/03/2023; 02/03/2023; 31/12/2023; 1431,9; 1431,9; 20/03/2023
183; Fornec183; 450; 23542; 1;05/03/2023; 04/03/2023; 31/12/2023; 689,7; 689,7; 20/03/2023
184; Fornec184; 450; 23642; 1;09/03/2023; 06/03/2023; 31/12/2023; 1193,25; 1193,25; 20/03/2023
185; Fornec185; 450; 23518; 1;05/03/2023; 03/03/2023; 31/12/2023; 1193,25; 1193,25; 20/03/2023
186; Fornec186; 450; 23512; 1;05/03/2023; 03/03/2023; 31/12/2023; 1193,25; 1193,25; 20/03/2023
187; Fornec187; 450; 23497; 1;05/03/2023; 02/03/2023; 31/12/2023; 1193,25; 1193,25; 20/03/2023
188; Fornec188; 450; 23511; 1;05/03/2023; 03/03/2023; 31/12/2023; 1193,25; 1193,25; 20/03/2023
189; Fornec189; 450; 23519; 1;05/03/2023; 03/03/2023; 31/12/2023; 1431,9; 1431,9; 20/03/2023
190; Fornec190; 450; 23515; 1;05/03/2023; 03/03/2023; 31/12/2023; 1193,25; 1193,25; 20/03/2023
191; Fornec191; 450; 23510; 1;05/03/2023; 03/03/2023; 31/12/2023; 1193,25; 1193,25; 20/03/2023
192; Fornec192; 450; 23509; 1;05/03/2023; 03/03/2023; 31/12/2023; 1193,25; 1193,25; 20/03/2023
193; Fornec193; 450; 23514; 1;05/03/2023; 03/03/2023; 31/12/2023; 1670,55; 1670,55; 20/03/2023
194; Fornec194; 450; 23520; 1;05/03/2023; 03/03/2023; 31/12/2023; 1431,9; 1431,9; 20/03/2023
